Time (seconds),Distance (miles),Heartrate (bpm),Speed (mph),Altitude (ft),Latitude,Longitude,Slope,Temperature (deg C),Run Cadence
﻿0,0,78,5.3064,94.2,0,0,0,26,56.5
1,0.00148,79,5.3064,94.2,0,0,0,26,0
2,0.00322667,79.5,5.8722,94.3667,0,0,9.54198,26,13.8333
3,0.00497333,80,6.438,94.5333,0,0,9.54198,26,27.6667
4,0.00672,80.5,7.0038,94.7,0,0,9.54198,26,41.5
5,0.00846667,81,7.5696,94.8667,0,0,9.54198,26,55.3333
6,0.0102133,81.5,8.1354,95.0333,0,0,9.54198,26,69.1667
7,0.01196,82,8.7012,95.2,0,0,9.54198,26,83
8,0.014535,86.5,9.036,95.4,0,0,7.76699,26,82.75
9,0.01711,91,9.3708,95.6,0,0,7.76699,26,82.5
10,0.01976,91,9.54,95.8,0,0,8.03331,26,82.5
11,0.0224733,95.3333,9.6516,95.9333,0,0,8.52471,26,82.5
12,0.0251867,99.6667,9.7632,96.0667,0,0,8.06191,26,82.5
13,0.0279,104,9.8748,96.2,0,0,7.59911,26,82.5
14,0.03065,104,9.9108,96.4,0,0,7.37218,26,83.5
15,0.0334533,107,9.9996,96.6,0,0,7.13142,26,84.6667
16,0.0362567,110,10.0884,96.8,0,0,6.89066,26,85.8333
17,0.03906,113,10.1772,97,0,0,6.6499,26,87
18,0.04192,119,10.278,97.2,0,0,6.5725,26,88
19,0.04481,126,10.4148,97.4,0,0,6.48784,26,88
20,0.04773,126,10.5156,97.8,0,0,7.10299,26,86
21,0.05067,128,10.5642,98.1,0,0,7.632,26,86
22,0.05361,130,10.6128,98.4,0,0,8.161,26,86
23,0.0565633,131.333,10.6128,98.6667,0,0,8.57254,26,85.3333
24,0.0595167,132.667,10.6128,98.9333,0,0,8.7482,26,84.6667
25,0.06247,134,10.6128,99.2,0,0,8.9377,26,84
26,0.06542,134,10.6128,99.6,34.01909314,-118.4065757,9.58019,26,84
27,0.06837,139,10.6128,99.8,34.01912088,-118.4065853,9.54472,26,84
28,0.07132,144,10.6128,100,34.01912088,-118.4065853,9.52339,26,84
29,0.07313,145.667,10.6356,100.067,34.01910437,-118.4066141,9.19967,26,84.3333
30,0.07494,147.333,10.6584,100.133,34.01908786,-118.4066429,8.19813,26,84.6667
31,0.07675,149,10.6812,100.2,34.01907135,-118.4066717,7.54605,26,85
32,0.07924,152,10.6812,100.4,34.01906011,-118.4066958,7.32885,26,85
33,0.08279,152,10.6812,100.6,34.019041,-118.4067266,6.9893,26,84.5
34,0.08608,152,10.7496,100.6,34.01902206,-118.406754,6.08636,26,84.5
35,0.08852,157,10.7496,100.8,34.01900907,-118.4067758,6.0031,26,83.5
36,0.09175,157,10.7136,101,34.01898862,-118.4068007,5.26636,26,83.5
37,0.094925,157,10.7136,101.3,34.01897001,-118.406827,5.53328,26,83.5
38,0.0981,157,10.7136,101.6,34.0189514,-118.4068532,5.8002,26,83.5
39,0.10058,150,10.7136,101.8,34.01894193,-118.4068775,6.23832,26,83.5
40,0.10254,144,10.6128,101.8,34.01893346,-118.4068965,5.87,26,84
41,0.10411,141,10.3788,101.8,34.01892491,-118.4069101,5.50168,26,85
42,0.10511,136,10.1124,101.8,34.01891963,-118.4069195,4.69846,26,85.5
43,0.10572,134,7.4232,101.6,34.01891511,-118.4069235,0.856394,26,85.5
44,0.106,132,6.012,101.4,34.01891251,-118.406923,-2.42229,26,85.5
45,0.106035,130.5,3.006,101,34.01891343,-118.4069206,-6.52066,26,42.75
46,0.10607,129,0,100.6,34.01891435,-118.4069181,-10.4185,26,0
47,0.106155,127.5,0,100.2,34.01891523,-118.4069164,-14.6421,26,0
48,0.10624,126,0,99.8,34.01891611,-118.4069146,-18.8657,26,0
49,0.10651,124,0,99.2,34.01891486,-118.4069121,-22.9508,26,0
50,0.106515,122.5,0,98.6,34.01891507,-118.4069119,-26.2295,26,0
51,0.10652,121,0,98,34.01891527,-118.4069117,-29.5082,26,0
52,0.10662,119.5,0,97.4,34.01891431,-118.4069118,-32.7869,26,0
53,0.10672,118,0,96.8,34.01891335,-118.406912,-32.7869,26,0
54,0.10673,117,0,96.3333,34.01891377,-118.406912,-32.7869,26,0
55,0.10674,116,0,95.8667,34.01891419,-118.406912,-32.7869,26,0
56,0.10675,115,0,95.4,34.0189146,-118.406912,-32.7869,26,0
57,0.108104,114.6,0.74592,95.16,34.01890456,-118.4069037,-31.2807,26,0
58,0.109458,114.2,1.49184,94.92,34.01889452,-118.4068954,-29.7746,26,0
59,0.110812,113.8,2.23776,94.68,34.01888448,-118.4068871,-28.2684,26,0
60,0.112166,113.4,2.98368,94.44,34.01887444,-118.4068788,-26.7622,26,0
61,0.11352,113,3.7296,94.2,34.0188644,-118.4068706,-25.2561,26,0
62,0.116735,116,7.3062,94.2,34.01883929,-118.4068531,-21.9774,26,42.25
63,0.11995,119,10.8828,94.2,34.01881419,-118.4068357,-18.6987,26,84.5
64,0.12345,130,11.4552,94.4,34.01878728,-118.4068158,-14.8486,26,84.5
65,0.12703,130,11.6568,94.4,34.01876038,-118.4067944,-11.5699,26,84.5
66,0.13039,132.5,11.5722,94.4,34.0187346,-118.4067754,-8.2912,26,84.25
67,0.13375,135,11.4876,94.4,34.01870883,-118.4067564,-6.51867,26,84
68,0.13716,135,11.4552,94.6,34.01868209,-118.4067382,-4.15964,26,84
69,0.14063,136.667,11.4768,94.7333,34.01865611,-118.4067172,-2.00287,26,84.3333
70,0.1441,138.333,11.4984,94.8667,34.01863012,-118.4066962,0.153905,26,84.6667
71,0.14757,140,11.52,95,34.01860414,-118.4066752,2.31068,26,85
72,0.15076,143,11.52,95.2,34.01857983,-118.4066565,2.93764,26,85
73,0.15351,143,11.4552,95.4,34.01855904,-118.4066401,3.66491,26,85
74,0.15621,147,11.2176,95.4,34.01853842,-118.4066244,3.09348,26,85
75,0.15903,147,11.1528,95.6,34.01851739,-118.4066072,3.8027,26,86
76,0.161988,147.333,11.1192,95.7,34.018496,-118.406588,4.14073,26,85.6667
77,0.164947,147.667,11.0856,95.8,34.01847461,-118.4065689,4.47876,26,85.3333
78,0.167905,148,11.052,95.9,34.01845322,-118.4065497,4.23027,26,85
79,0.170863,148.333,11.0184,96,34.01843183,-118.4065305,4.18406,26,84.6667
80,0.173822,148.667,10.9848,96.1,34.01841045,-118.4065114,4.13784,26,84.3333
81,0.17678,149,10.9512,96.2,34.01838906,-118.4064922,4.09162,26,84
82,0.17941,147,10.8828,96.6,34.01837037,-118.4064747,4.98557,26,85
83,0.182227,148.333,10.8264,96.8,34.01834639,-118.4064649,4.96836,26,85
84,0.185043,149.667,10.77,97,34.01832242,-118.4064551,5.67842,26,85
85,0.18786,151,10.7136,97.2,34.01829845,-118.4064453,5.67926,26,85
86,0.19041,151,10.6812,97.4,34.0182775,-118.4064338,6.12554,26,85
87,0.1932,152,10.6488,97.6,34.01825377,-118.406424,6.50436,26,83
88,0.196525,152.75,10.6488,97.8,34.01822689,-118.4064093,6.76784,26,82.875
89,0.19985,153.5,10.6488,98,34.0182,-118.4063946,7.03131,26,82.75
90,0.203175,154.25,10.6488,98.2,34.01817312,-118.4063799,7.29479,26,82.625
91,0.2065,155,10.6488,98.4,34.01814624,-118.4063652,7.55826,26,82.5
92,0.209252,155.4,10.6416,98.44,34.01812598,-118.4063483,6.1827,26,82.5
93,0.212004,155.8,10.6344,98.48,34.01810573,-118.4063313,5.61799,26,82.5
94,0.214756,156.2,10.6272,98.52,34.01808548,-118.4063144,5.05328,26,82.5
95,0.217508,156.6,10.62,98.56,34.01806523,-118.4062974,4.48857,26,82.5
96,0.22026,157,10.6128,98.6,34.01804498,-118.4062805,3.84961,26,82.5
97,0.222945,155,10.5966,98.7,34.01802449,-118.4062654,3.5052,26,82.5
98,0.22563,153,10.5804,98.8,34.01800399,-118.4062504,3.27613,26,82.5
99,0.228937,154,10.5804,98.8,34.01797896,-118.406231,2.67463,26,82.5
100,0.232243,155,10.5804,98.8,34.01795393,-118.4062117,2.07313,26,82.5
101,0.23555,156,10.5804,98.8,34.01792889,-118.4061923,1.47162,26,82.5
102,0.238555,156.5,10.5723,98.85,34.01790651,-118.4061743,1.49266,26,82.5
103,0.24156,157,10.5642,98.9,34.01788413,-118.4061562,1.5137,26,82.5
104,0.244565,157.5,10.5561,98.95,34.01786175,-118.4061382,1.53474,26,82.5
105,0.24757,158,10.548,99,34.01783937,-118.4061201,1.55579,26,82.5
106,0.25068,156.25,10.5561,99,34.01781758,-118.4060989,1.41044,26,82.75
107,0.25379,154.5,10.5642,99,34.01779579,-118.4060777,1.038,26,83
108,0.2569,152.75,10.5723,99,34.01777399,-118.4060564,0.665557,26,83.25
109,0.26001,151,10.5804,99,34.0177522,-118.4060352,0.665557,26,83.5
110,0.26299,151,10.5156,99,34.01773309,-118.4060125,0.665557,26,83.5
111,0.26566,151,10.5156,98.8,34.01771457,-118.4059938,-0.0835063,26,84
112,0.268385,150,10.4904,98.6,34.01769606,-118.4059744,-0.983841,26,84.5
113,0.27111,149,10.4652,98.4,34.01767756,-118.405955,-1.88417,26,85
114,0.273835,148,10.44,98.2,34.01765906,-118.4059355,-2.78451,26,85.5
115,0.27656,147,10.4148,98,34.01764055,-118.4059161,-3.68484,26,86
116,0.280555,147,10.4148,98,34.01761147,-118.4058907,-3.68484,26,85.5
117,0.28455,147,10.4148,98,34.01758238,-118.4058652,-3.68484,26,85
118,0.287507,149,10.4148,98.2667,34.01756073,-118.4058463,-2.78293,26,84.8333
119,0.290463,151,10.4148,98.5333,34.01753908,-118.4058275,-1.88101,26,84.6667
120,0.29342,153,10.4148,98.8,34.01751742,-118.4058086,-0.979094,26,84.5
121,0.29705,153,10.4472,99,34.01748423,-118.4058026,0.320934,26,83.5
122,0.299637,154,10.4472,99.1333,34.01746224,-118.4057933,1.57034,26,83.1667
123,0.302223,155,10.4472,99.2667,34.01744026,-118.4057841,2.81975,26,82.8333
124,0.30481,156,10.4472,99.4,34.01741827,-118.4057748,4.06916,26,82.5
125,0.307837,156.333,10.4364,99.4667,34.0173939,-118.4057607,5.02337,26,82.5
126,0.310863,156.667,10.4256,99.5333,34.01736954,-118.4057465,5.24363,26,82.5
127,0.31389,157,10.4148,99.6,34.01734518,-118.4057324,5.4639,26,82.5
128,0.31711,156,10.4256,99.4667,34.01732171,-118.4057119,4.1479,26,82.1667
129,0.32033,155,10.4364,99.3333,34.01729824,-118.4056915,2.83191,26,81.8333
130,0.32355,154,10.4472,99.2,34.01727477,-118.405671,1.51591,26,81.5
131,0.32646,152.5,10.431,99.1,34.01725482,-118.4056507,0.621306,26,82
132,0.32937,151,10.4148,99,34.01723487,-118.4056305,-0.2378,26,82.5
133,0.33275,151,10.4148,98.8,34.01721501,-118.4056021,-1.34498,26,82.5
134,0.3358,151,10.4148,98.6,34.01719112,-118.4055841,-2.51618,26,83.5
135,0.33934,151,10.4256,98.4667,34.01716005,-118.4055919,-3.11309,26,83.5
136,0.34288,151,10.4364,98.3333,34.01712898,-118.4055996,-3.71001,26,83.5
137,0.34642,151,10.4472,98.2,34.01709791,-118.4056074,-4.30692,26,83.5
138,0.35002,150,10.5138,97.9,34.01706786,-118.4056222,-4.72617,26,84.75
139,0.35362,149,10.5804,97.6,34.01703781,-118.4056371,-5.14543,26,86
140,0.357017,149,10.6476,97.1333,34.01701004,-118.4056528,-6.10525,26,86
141,0.360413,149,10.7148,96.6667,34.01698227,-118.4056685,-7.1355,26,86
142,0.36381,149,10.782,96.2,34.0169545,-118.4056842,-8.16575,26,86
143,0.36629,149,10.7484,95.9333,34.0169339,-118.4056947,-8.6493,26,84.8333
144,0.36877,149,10.7148,95.6667,34.01691331,-118.4057053,-9.06884,26,83.6667
145,0.37125,149,10.6812,95.4,34.01689272,-118.4057159,-9.76746,26,82.5
146,0.37258,145,10.4472,95.2,34.01688057,-118.4057167,-10.8946,26,82.5
147,0.37337,140,6.2496,95,34.01687302,-118.405718,-13.0496,26,82.5
148,0.373595,138,4.3848,94.5,34.01686871,-118.4057183,-14.7479,26,41.25
149,0.37382,136,2.52,94,34.01686439,-118.4057186,-16.4462,26,0
150,0.37382,135,0,93.4,34.01686062,-118.4057185,-15.0723,26,0
151,0.373835,134,0,92.9,34.01686049,-118.4057183,-13.6984,26,0
152,0.37385,133,0,92.4,34.01686037,-118.4057182,-12.3245,26,0
153,0.373875,131.5,0,92,34.01686058,-118.405718,-11.2492,26,0
154,0.3739,130,0,91.6,34.01686079,-118.4057178,-10.174,26,0
155,0.37396,129,0,91.2,34.0168607,-118.4057172,-9.0987,26,0
156,0.37404,128,0,90.9333,34.01686079,-118.4057164,-7.59494,27,0
157,0.37412,127,0,90.6667,34.01686087,-118.4057155,-5.06329,27,0
158,0.3742,126,0,90.4,34.01686095,-118.4057147,-2.53165,27,0
159,0.37421,123,0,90.2,34.01686062,-118.4057144,0,27,0
160,0.37428,121,0,90,34.01686037,-118.4057138,0,27,0
161,0.3743,118,0,89.8,34.0168602,-118.4057136,0,27,0
162,0.374317,116.667,0,89.4,34.01686026,-118.4057137,0,27,0
163,0.374333,115.333,0,89,34.01686031,-118.4057137,0,27,0
164,0.37435,114,0,88.6,34.01686037,-118.4057138,0,27,0
165,0.374375,112.5,0,88.2,34.01686024,-118.4057139,0,27,0
166,0.3744,111,0,87.8,34.01686012,-118.4057141,0,27,0
167,0.37441,109,0,87.4,34.01686003,-118.4057142,0,27,0
168,0.37444,106,0,87,34.01686028,-118.4057144,0,27,0
169,0.37445,105,0,86.6,34.01686037,-118.4057145,0,27,0
170,0.37449,103,0,86.2,34.0168607,-118.4057146,0,27,0
171,0.374533,101.667,0,85.9333,34.01686107,-118.4057148,0,27,0
172,0.374577,100.333,0,85.6667,34.01686143,-118.4057151,0,27,0
173,0.37462,99,0,85.4,34.01686179,-118.4057153,0,27,0
174,0.37468,99,0,85.2,34.01686221,-118.4057157,0,27,0
175,0.374735,97.5,0,84.9,34.01686263,-118.4057157,0,27,0
176,0.37479,96,0,84.6,34.01686305,-118.4057158,0,27,0
177,0.374845,94,0,84.3,34.01686343,-118.4057161,0,27,0
178,0.3749,92,0,84,34.0168638,-118.4057165,0,27,0
179,0.3749,89,0,83.8,34.01686389,-118.4057165,0,27,0
180,0.3753,89,0,83.6,34.01686263,-118.4057124,0,27,0
181,0.37642,105,0,83.6,34.01685509,-118.405704,0,27,0
182,0.37842,118,0,83.6,34.01684126,-118.40569,0,27,0
183,0.38136,123,2.3184,83.6,34.01682072,-118.4056701,0,27,0
184,0.38466,123,5.0724,83.8,34.01679725,-118.4056481,0.606061,27,0
185,0.38822,125.5,8.5158,84.1,34.01677332,-118.4056224,1.44876,27,41.75
186,0.39178,128,11.9592,84.4,34.01674939,-118.4055967,2.29145,27,83.5
187,0.39542,128,12.024,84.8,34.01672768,-118.405567,3.39035,27,83.5
188,0.399155,132.5,12.159,85,34.01670807,-118.4055342,3.92583,27,83.5
189,0.40289,137,12.294,85.2,34.01668845,-118.4055014,4.46131,27,83.5
190,0.4064,137,12.1608,85.4,34.01667219,-118.4054688,5.03111,27,83
191,0.40977,138.5,11.925,85.8,34.01665497,-118.4054388,6.21805,27,83
192,0.41314,140,11.6892,86.2,34.01663774,-118.4054088,7.40499,27,83
193,0.41679,144,11.6892,86.6,34.0166162,-118.405379,8.50088,27,83
194,0.420325,146.5,11.7054,87.1,34.01659378,-118.4053518,9.30925,27,83.75
195,0.42386,149,11.7216,87.6,34.01657136,-118.4053246,9.88098,27,84.5
196,0.42739,150,11.79,88,34.01654957,-118.4052968,10.1714,27,83.5
197,0.431,153,11.8908,88.6,34.01652886,-118.4052666,10.7346,27,83.5
198,0.43476,156,12.024,89,34.01650632,-118.4052361,11.2629,27,83.5
199,0.43834,159,12.1608,89.4,34.01648972,-118.4052018,11.8448,27,83.5
200,0.44193,159,12.2616,89.6,34.01646784,-118.4051733,11.8321,27,83.5
201,0.445337,159.333,12.2832,89.6667,34.01644812,-118.405145,10.8408,27,83.8333
202,0.448743,159.667,12.3048,89.7333,34.01642839,-118.4051168,9.84958,27,84.1667
203,0.45215,160,12.3264,89.8,34.01640867,-118.4050885,8.94938,27,84.5
204,0.455647,160.667,12.3384,89.9333,34.01638704,-118.4050611,7.91627,27,84.1667
205,0.459143,161.333,12.3504,90.0667,34.01636542,-118.4050337,6.88316,27,83.8333
206,0.46264,162,12.3624,90.2,34.01634379,-118.4050063,6.13133,27,83.5
207,0.466223,162.333,12.3624,90.2667,34.01631649,-118.4049856,4.65533,27,83.8333
208,0.469807,162.667,12.3624,90.3333,34.0162892,-118.4049649,3.77755,27,84.1667
209,0.47339,163,12.3624,90.4,34.0162619,-118.4049442,2.84627,27,84.5
210,0.477005,164.5,12.3948,90.6,34.01623864,-118.4049169,2.84242,27,85.75
211,0.48062,166,12.4272,90.8,34.01621538,-118.4048895,3.19998,27,87
212,0.484105,165.5,12.4452,91.1,34.01619472,-118.404861,3.86511,27,87
213,0.48759,165,12.4632,91.4,34.01617406,-118.4048325,4.53025,27,87
214,0.49073,166,12.4632,91.5,34.01615461,-118.4048079,4.46741,27,86.5
215,0.49387,167,12.4632,91.6,34.01613517,-118.4047832,4.40456,27,86
216,0.496346,167,12.4128,91.5,34.01612531,-118.4047557,3.61941,27,85.875
217,0.498823,167,12.3624,91.4,34.01611545,-118.4047282,3.02953,27,85.75
218,0.501299,167,12.312,91.3,34.01610559,-118.4047007,2.43964,27,85.625
219,0.503775,167,12.2616,91.2,34.01609573,-118.4046732,1.84976,27,85.5
220,0.506251,167,12.2112,91.1,34.01608587,-118.4046457,0.892675,27,85.375
221,0.508727,167,12.1608,91,34.01607601,-118.4046183,-0.0644117,27,85.25
222,0.511204,167,12.1104,90.9,34.01606615,-118.4045908,-1.32908,27,85.125
223,0.51368,167,12.06,90.8,34.01605629,-118.4045633,-2.59375,27,85
224,0.51548,162,12.06,91,34.01606995,-118.4045146,-1.80111,27,85
225,0.51865,162,12.1608,91,34.0160485,-118.4044919,-2.11958,27,84.5
226,0.52162,170,12.1608,91.2,34.01603483,-118.4044608,-1.04234,27,83.5
227,0.52507,170,12.1248,91.2,34.01601036,-118.4044377,-0.638507,27,83.5
228,0.528213,169,12.1248,91.4,34.01598728,-118.4044179,0.401597,27,83.1667
229,0.531357,168,12.1248,91.6,34.0159642,-118.4043981,1.4417,27,82.8333
230,0.5345,167,12.1248,91.8,34.01594112,-118.4043784,2.4818,27,82.5
231,0.538128,167,12.145,91.8,34.01590996,-118.4043637,2.88564,27,82.3
232,0.541756,167,12.1651,91.8,34.0158788,-118.404349,3.28948,27,82.1
233,0.545384,167,12.1853,91.8,34.01584763,-118.4043343,3.69331,27,81.9
234,0.549012,167,12.2054,91.8,34.01581647,-118.4043196,2.5822,27,81.7
235,0.55264,167,12.2256,91.8,34.0157853,-118.4043049,2.5822,27,81.5
236,0.556238,166.833,12.2538,91.9,34.01575792,-118.4042845,2.18671,27,82.4167
237,0.559837,166.667,12.282,92,34.01573054,-118.404264,2.46461,27,83.3333
238,0.563435,166.5,12.3102,92.1,34.01570316,-118.4042436,2.10625,27,84.25
239,0.567033,166.333,12.3384,92.2,34.01567578,-118.4042231,1.74789,27,85.1667
240,0.570632,166.167,12.3666,92.3,34.0156484,-118.4042027,1.38953,27,86.0833
241,0.57423,166,12.3948,92.4,34.01562102,-118.4041822,1.66744,27,87
242,0.577123,165.833,12.378,92.4333,34.01560426,-118.404157,1.78265,27,86.4167
243,0.580017,165.667,12.3612,92.4667,34.01558749,-118.4041317,1.89785,27,85.8333
244,0.58291,165.5,12.3444,92.5,34.01557073,-118.4041065,2.01306,27,85.25
245,0.585803,165.333,12.3276,92.5333,34.01555396,-118.4040813,2.12827,27,84.6667
246,0.588697,165.167,12.3108,92.5667,34.0155372,-118.404056,1.96557,27,84.0833
247,0.59159,165,12.294,92.6,34.01552044,-118.4040308,1.80287,27,83.5
248,0.594542,164.5,12.2658,92.7,34.01549954,-118.4040109,1.86376,27,83.3333
249,0.597493,164,12.2376,92.8,34.01547864,-118.403991,1.92464,27,83.1667
250,0.600445,163.5,12.2094,92.9,34.01545774,-118.4039711,1.98553,27,83
251,0.603397,163,12.1812,93,34.01543684,-118.4039513,2.04641,27,82.8333
252,0.606348,162.5,12.153,93.1,34.01541594,-118.4039314,2.27,27,82.6667
253,0.6093,162,12.1248,93.2,34.01539504,-118.4039115,2.49358,27,82.5
254,0.61278,160,12.06,93.6,34.01536587,-118.4038947,3.5278,27,81.5
255,0.61601,157,12.06,94,34.01534299,-118.403873,4.65098,27,81.5
256,0.61958,157,11.9916,94,34.01531298,-118.4038574,4.53577,27,82.5
257,0.622955,159.5,11.9916,94.2,34.01528453,-118.4038447,5.01316,27,82.5
258,0.62633,162,11.9916,94.4,34.01525607,-118.4038319,5.26696,27,82.5
259,0.62939,162,11.9916,94.4,34.0152331,-118.4038135,4.92817,27,84
260,0.633065,162,12.0258,94.6,34.01520737,-118.4037884,5.13359,27,84.5
261,0.63674,162,12.06,94.8,34.01518164,-118.4037633,5.33902,27,85
262,0.640125,163.5,12.1104,94.85,34.01515637,-118.4037428,5.14794,27,84.625
263,0.64351,165,12.1608,94.9,34.0151311,-118.4037222,4.95686,27,84.25
264,0.646895,166.5,12.2112,94.95,34.01510583,-118.4037017,3.95514,27,83.875
265,0.65028,168,12.2616,95,34.01508055,-118.4036812,2.86446,27,83.5
266,0.65345,168,12.2616,95.2,34.0150575,-118.4036607,3.49538,27,82.5
267,0.65639,167.667,12.2052,95.2,34.01503526,-118.4036434,2.90278,27,82.5
268,0.65933,167.333,12.1488,95.2,34.01501302,-118.4036262,2.31019,27,82.5
269,0.66227,167,12.0924,95.2,34.01499078,-118.4036089,2.31019,27,82.5
270,0.665183,166.667,12.048,95.4,34.01496941,-118.4035904,2.45247,27,82.5
271,0.668097,166.333,12.0036,95.6,34.01494804,-118.403572,2.59475,27,82.5
272,0.67101,166,11.9592,95.8,34.01492666,-118.4035535,3.13354,27,82.5
273,0.67383,163,11.8908,96.2,34.01490638,-118.403535,4.40427,27,82.5
274,0.676433,162.667,11.8008,96.4667,34.01488866,-118.4035165,5.28089,27,82.5
275,0.679037,162.333,11.7108,96.7333,34.01487095,-118.403498,6.15751,27,82.5
276,0.68164,162,11.6208,97,34.01485324,-118.4034795,6.55092,27,82.5
277,0.68428,162,11.5884,97.2,34.01483396,-118.4034619,7.3085,27,82.5
278,0.687545,161.833,11.538,97.2,34.0148073,-118.403444,7.3085,27,82.6667
279,0.69081,161.667,11.4876,97.2,34.01478065,-118.4034262,7.3085,27,82.8333
280,0.694075,161.5,11.4372,97.2,34.014754,-118.4034083,6.622,27,83
281,0.69734,161.333,11.3868,97.2,34.01472734,-118.4033905,5.9355,27,83.1667
282,0.700605,161.167,11.3364,97.2,34.01470069,-118.4033726,5.249,27,83.3333
283,0.70387,161,11.286,97.2,34.01467403,-118.4033548,3.83056,27,83.5
284,0.707635,163.5,11.3706,97.1,34.01464444,-118.4033343,2.54063,27,83.5
285,0.7114,166,11.4552,97,34.01461486,-118.4033138,1.2507,27,83.5
286,0.715178,166,11.5332,97.0333,34.01458604,-118.4032918,0.31459,27,83.5
287,0.718957,166,11.6112,97.0667,34.01455722,-118.4032697,-0.354764,27,83.5
288,0.722735,166,11.6892,97.1,34.0145284,-118.4032477,-0.266542,27,83.5
289,0.726513,166,11.7672,97.1333,34.01449958,-118.4032257,-0.178319,27,83.5
290,0.730292,166,11.8452,97.1667,34.01447076,-118.4032037,-0.0900969,27,83.5
291,0.73407,166,11.9232,97.2,34.01444194,-118.4031817,0,27,83.5
292,0.737457,164.75,11.9655,97.1,34.01441685,-118.4031607,-0.297078,27,83.25
293,0.740845,163.5,12.0078,97,34.01439177,-118.4031397,-0.59228,27,83
294,0.744233,162.25,12.0501,96.9,34.01436669,-118.4031187,-0.621879,27,82.75
295,0.74762,161,12.0924,96.8,34.01434161,-118.4030977,-0.651478,27,82.5
296,0.75101,161,12.0924,96.8,34.01431629,-118.4030772,-0.7397,27,82.5
297,0.754335,161,12.0591,96.9,34.01429257,-118.4030554,-0.527171,27,82.5
298,0.75766,161,12.0258,97,34.01426885,-118.4030335,-0.314641,27,82.5
299,0.760985,161,11.9925,97.1,34.01424513,-118.4030117,-0.102112,27,82.5
300,0.76431,161,11.9592,97.2,34.01422141,-118.4029898,0.110418,27,82.5
301,0.767498,161,11.9254,97.32,34.01419703,-118.4029717,0.398607,27,82.8
302,0.770686,161,11.8915,97.44,34.01417266,-118.4029536,1.07022,27,83.1
303,0.773874,161,11.8577,97.56,34.01414829,-118.4029355,1.74184,27,83.4
304,0.777062,161,11.8238,97.68,34.01412391,-118.4029173,2.41345,27,83.7
305,0.78025,161,11.79,97.8,34.01409954,-118.4028992,3.08507,27,84
306,0.783717,161,11.8344,97.9333,34.01407218,-118.402881,3.46968,27,84.6667
307,0.787183,161,11.8788,98.0667,34.01404483,-118.4028629,3.55354,27,85.3333
308,0.79065,161,11.9232,98.2,34.01401748,-118.4028447,3.63741,27,86
309,0.794408,161.5,11.9655,98.4,34.0139894,-118.4028219,3.86892,26,85.125
310,0.798165,162,12.0078,98.6,34.01396132,-118.4027991,4.10044,26,84.25
311,0.801923,162.5,12.0501,98.8,34.01393324,-118.4027763,4.2563,26,83.375
312,0.80568,163,12.0924,99,34.01390516,-118.4027534,4.41216,26,82.5
313,0.80946,163,12.1932,99.4,34.01387725,-118.40273,5.09395,26,82.5
314,0.813102,164.5,12.2268,99.5667,34.01385083,-118.4027066,5.1752,26,82.6667
315,0.816743,166,12.2604,99.7333,34.01382441,-118.4026832,5.25645,26,82.8333
316,0.820385,167.5,12.294,99.9,34.013798,-118.4026598,5.3295,26,83
317,0.824027,169,12.3276,100.067,34.01377158,-118.4026364,5.40256,26,83.1667
318,0.827668,170.5,12.3612,100.233,34.01374516,-118.402613,5.47561,26,83.3333
319,0.83131,172,12.3948,100.4,34.01371875,-118.4025896,5.401,26,83.5
320,0.83476,171,12.4272,100.4,34.01369192,-118.4025707,4.86873,26,83.5
321,0.83817,168,12.4632,100.4,34.01366611,-118.4025505,4.33647,26,83.5
322,0.84148,168,12.4632,100.4,34.01364197,-118.4025295,3.8042,26,83
323,0.844897,167.333,12.4632,100.533,34.01362017,-118.4025033,3.13624,26,83
324,0.848313,166.667,12.4632,100.667,34.01359838,-118.4024772,3.06882,26,83
325,0.85173,166,12.4632,100.8,34.01357659,-118.402451,3.0014,26,83
326,0.8553,165.25,12.4713,100.85,34.013554,-118.4024237,2.68379,26,82.625
327,0.85887,164.5,12.4794,100.9,34.01353141,-118.4023964,2.36618,26,82.25
328,0.86244,163.75,12.4875,100.95,34.01350882,-118.4023691,2.04857,26,81.875
329,0.86601,163,12.4956,101,34.01348623,-118.4023417,1.73096,26,81.5
330,0.869195,162.75,12.4875,101.1,34.01346484,-118.4023188,2.04493,26,81.75
331,0.87238,162.5,12.4794,101.2,34.01344344,-118.4022958,2.3589,26,82
332,0.875565,162.25,12.4713,101.3,34.01342205,-118.4022729,2.67287,26,82.25
333,0.87875,162,12.4632,101.4,34.01340065,-118.4022499,2.5966,26,82.5
334,0.8821,162,12.4632,101.6,34.01337693,-118.4022275,2.80337,26,82.5
335,0.885462,161.2,12.456,101.76,34.01335358,-118.4022043,2.88903,26,82.5
336,0.888824,160.4,12.4488,101.92,34.01333023,-118.4021812,3.22488,26,82.5
337,0.892186,159.6,12.4416,102.08,34.01330688,-118.402158,3.56074,26,82.5
338,0.895548,158.8,12.4344,102.24,34.01328352,-118.4021349,3.89659,26,82.5
339,0.89891,158,12.4272,102.4,34.01326017,-118.4021117,4.23244,26,82.5
340,0.90231,158,12.3948,102.6,34.01323695,-118.4020877,4.5067,26,82.5
341,0.905583,157.75,12.3867,102.9,34.01321267,-118.4020675,5.10946,26,83.125
