Time (seconds),Distance (miles),Heartrate (bpm),Speed (mph),Altitude (ft),Latitude,Longitude,Slope,Temperature (deg C),Run Cadence
4280,14.6984,167,12.0924,121.6,33.98882709,-118.4135245,0.83222,23,82.5
4281,14.7018,167,12.0978,121.667,33.98884781,-118.413497,1.37151,23,82.6667
4282,14.7052,167,12.1032,121.733,33.98886853,-118.4134695,1.56596,23,82.8333
4283,14.7086,167,12.1086,121.8,33.98888924,-118.4134419,1.56425,23,83
4284,14.7121,167,12.114,121.867,33.98890996,-118.4134144,1.56253,23,83.1667
4285,14.7155,167,12.1194,121.933,33.98893068,-118.4133869,1.56081,23,83.3333
4286,14.7189,167,12.1248,122,33.9889514,-118.4133593,1.5591,23,83.5
4287,14.7224,167,12.1248,122,33.98897243,-118.4133322,1.36292,23,83.5
4288,14.7258,167,12.1308,122,33.9889942,-118.4133051,1.16675,23,83.6667
4289,14.7293,167,12.1368,122,33.98901596,-118.413278,1.16675,23,83.8333
4290,14.7328,167,12.1428,122,33.98903773,-118.413251,1.16675,23,84
4291,14.7363,167,12.1488,122,33.98905949,-118.4132239,0.97229,23,84.1667
4292,14.7397,167,12.1548,122,33.98908126,-118.4131969,0.777832,23,84.3333
4293,14.7432,167,12.1608,122,33.98910302,-118.4131698,0.583374,23,84.5
4294,14.7467,167,12.1716,122.067,33.98912504,-118.4131426,0.579211,23,84.1667
4295,14.7502,167,12.1824,122.133,33.98914706,-118.4131154,0.575048,23,83.8333
4296,14.7537,167,12.1932,122.2,33.98916907,-118.4130883,0.570885,23,83.5
4297,14.7573,166.667,12.2046,122.2,33.98919062,-118.4130596,0.570885,23,83.6667
4298,14.7608,166.333,12.216,122.2,33.98921216,-118.4130309,0.570885,23,83.8333
4299,14.7644,166,12.2274,122.2,33.9892337,-118.4130022,0.570885,23,84
4300,14.768,165.667,12.2388,122.2,33.98925524,-118.4129735,0.570885,23,84.1667
4301,14.7716,165.333,12.2502,122.2,33.98927678,-118.4129449,0.570885,23,84.3333
4302,14.7751,165,12.2616,122.2,33.98929832,-118.4129162,0.570885,23,84.5
4303,14.7786,164.75,12.2697,122.4,33.98931857,-118.4128868,1.13826,23,84.875
4304,14.7822,164.5,12.2778,122.6,33.98933881,-118.4128574,1.51534,23,85.25
4305,14.7857,164.25,12.2859,122.8,33.98935905,-118.412828,1.89242,23,85.625
4306,14.7892,164,12.294,123,33.98937929,-118.4127987,2.2695,23,86
4307,14.7927,164,12.294,123.133,33.98940075,-118.4127717,2.65673,23,85.1667
4308,14.7961,164,12.294,123.267,33.98942221,-118.4127448,3.04395,23,84.3333
4309,14.7995,164,12.294,123.4,33.98944366,-118.4127179,3.43117,23,83.5
4310,14.8031,164,12.3054,123.3,33.98946462,-118.4126884,3.15223,23,83.25
4311,14.8067,164,12.3168,123.2,33.98948557,-118.412659,2.87329,23,83
4312,14.8103,164,12.3282,123.1,33.98950653,-118.4126296,2.59435,23,82.75
4313,14.8139,164,12.3396,123,33.98952748,-118.4126002,1.74803,23,82.5
4314,14.8175,164,12.351,122.9,33.98954844,-118.4125708,0.901717,23,82.25
4315,14.8211,164,12.3624,122.8,33.98956939,-118.4125413,0.0554008,23,82
4316,14.8249,164,12.3624,122.4,33.98958775,-118.4125061,-1.55636,23,82.5
4317,14.8288,163.5,12.3948,122.2,33.98960841,-118.4124717,-2.45379,23,82.5
4318,14.8327,163,12.4272,122,33.98962907,-118.4124373,-3.35121,23,82.5
4319,14.8365,163,12.4452,121.4,33.98964952,-118.4124053,-5.34917,23,83
4320,14.8402,163,12.4632,120.8,33.98966998,-118.4123734,-6.68097,23,83.5
4321,14.8437,162.667,12.474,120.267,33.98968995,-118.4123438,-7.91862,23,83.5
4322,14.8472,162.333,12.4848,119.733,33.98970993,-118.4123143,-9.15627,23,83.5
4323,14.8507,162,12.4956,119.2,33.98972991,-118.4122848,-10.3939,23,83.5
4324,14.8542,162,12.4956,118.733,33.98974815,-118.4122547,-11.4729,23,83.1667
4325,14.8576,162,12.4956,118.267,33.9897664,-118.4122246,-12.5518,23,82.8333
4326,14.861,162,12.4956,117.8,33.98978464,-118.4121946,-12.8654,23,82.5
4327,14.8646,162.5,12.4956,117.3,33.98980375,-118.4121636,-13.7616,23,82.25
4328,14.8681,163,12.4956,116.8,33.98982286,-118.4121326,-14.6579,23,82
4329,14.8718,162.667,12.5064,116.333,33.98984063,-118.412099,-14.3141,23,82.1667
4330,14.8755,162.333,12.5172,115.867,33.9898584,-118.4120653,-13.9704,23,82.3333
4331,14.8792,162,12.528,115.4,33.98987617,-118.4120316,-13.7207,23,82.5
4332,14.883,161,12.528,114.6,33.98989453,-118.4119973,-14.3318,23,82.5
4333,14.8867,162,12.564,114,33.98991599,-118.4119663,-14.4281,23,82.5
4334,14.8903,162,12.5748,113.667,33.9899382,-118.4119375,-13.9885,23,82.8333
4335,14.8939,162,12.5856,113.333,33.98996041,-118.4119087,-13.5489,23,83.1667
4336,14.8976,162,12.5964,113,33.98998262,-118.4118798,-13.1092,23,83.5
4337,14.9011,161.75,12.5964,112.7,33.99000552,-118.4118538,-12.5544,23,84
4338,14.9046,161.5,12.5964,112.4,33.99002843,-118.4118278,-11.9996,23,84.5
4339,14.9081,161.25,12.5964,112.1,33.99005133,-118.4118018,-11.5843,23,85
4340,14.9117,161,12.5964,111.8,33.99007424,-118.4117758,-11.169,23,85.5
4341,14.9152,161.2,12.5899,111.72,33.9900909,-118.4117427,-10.1279,23,85.1
4342,14.9187,161.4,12.5834,111.64,33.99010756,-118.4117096,-8.22612,23,84.7
4343,14.9223,161.6,12.577,111.56,33.99012423,-118.4116765,-6.83908,23,84.3
4344,14.9258,161.8,12.5705,111.48,33.99014089,-118.4116434,-6.14666,23,83.9
4345,14.9294,162,12.564,111.4,33.99015755,-118.4116103,-5.45425,23,83.5
4346,14.9328,162,12.564,111.433,33.99017661,-118.4115807,-4.43959,23,83.5
4347,14.9363,162,12.564,111.467,33.99019566,-118.4115512,-3.49154,23,83.5
4348,14.9397,162,12.564,111.5,33.99021472,-118.4115216,-2.54348,23,83.5
4349,14.9432,162,12.564,111.533,33.99023377,-118.4114921,-1.59543,23,83.5
4350,14.9467,162,12.564,111.567,33.99025283,-118.4114625,-0.647378,23,83.5
4351,14.9501,162,12.564,111.6,33.99027188,-118.411433,-0.325131,23,83.5
4352,14.9535,162,12.564,111.6,33.99029082,-118.411404,-0.09927,23,83.5
4353,14.9567,162,12.5438,111.56,33.99030836,-118.4113766,0,23,83.5
4354,14.9599,162,12.5237,111.52,33.99032589,-118.4113491,0.102139,23,83.5
4355,14.9631,162,12.5035,111.48,33.99034343,-118.4113217,0.202844,23,83.5
4356,14.9663,162,12.4834,111.44,33.99036096,-118.4112943,-0.0186981,23,83.5
4357,14.9695,162,12.4632,111.4,33.9903785,-118.4112669,-0.24024,23,83.5
4358,14.9726,162.333,12.4236,111.5,33.99039575,-118.4112407,-0.0119503,23,83.3333
4359,14.9757,162.667,12.384,111.6,33.990413,-118.4112145,0.21634,23,83.1667
4360,14.9787,163,12.3444,111.7,33.99043026,-118.4111884,0.444629,23,83
4361,14.9818,163.333,12.3048,111.8,33.99044751,-118.4111622,0.672919,23,82.8333
4362,14.9849,163.667,12.2652,111.9,33.99046476,-118.411136,0.997594,23,82.6667
4363,14.988,164,12.2256,112,33.99048202,-118.4111099,1.44743,23,82.5
4364,14.9911,164.143,12.1968,112,33.99050034,-118.4110844,1.57258,23,82.5
4365,14.9942,164.286,12.168,112,33.99051866,-118.4110589,1.69774,23,82.5
4366,14.9973,164.429,12.1392,112,33.99053698,-118.4110334,1.8229,23,82.5
4367,15.0004,164.571,12.1104,112,33.9905553,-118.4110079,1.94805,23,82.5
4368,15.0036,164.714,12.0816,112,33.99057362,-118.4109824,1.62338,23,82.5
4369,15.0067,164.857,12.0528,112,33.99059194,-118.4109569,1.2987,23,82.5
4370,15.0098,165,12.024,112,33.99061026,-118.4109314,0.974026,23,82.5
4371,15.0128,165.5,12.0078,112.2,33.99062845,-118.4109068,1.30725,23,82.5
4372,15.0159,166,11.9916,112.4,33.99064664,-118.4108822,1.64046,23,82.5
4373,15.019,166.143,11.9726,112.429,33.99066482,-118.4108559,1.40641,23,82.5
4374,15.0222,166.286,11.9535,112.457,33.99068301,-118.4108296,1.49703,23,82.5
4375,15.0253,166.429,11.9345,112.486,33.9907012,-118.4108033,1.58765,23,82.5
4376,15.0285,166.571,11.9155,112.514,33.99071939,-118.410777,1.67827,23,82.5
4377,15.0316,166.714,11.8965,112.543,33.99073758,-118.4107507,1.76889,23,82.5
4378,15.0348,166.857,11.8774,112.571,33.99075577,-118.4107244,1.85951,23,82.5
4379,15.038,167,11.8584,112.6,33.99077396,-118.4106982,1.95013,23,82.5
4380,15.0414,167.167,11.8638,112.5,33.9907917,-118.4106678,1.65845,23,82.6667
4381,15.0448,167.333,11.8692,112.4,33.99080944,-118.4106374,0.708866,23,82.8333
4382,15.0482,167.5,11.8746,112.3,33.99082718,-118.410607,-0.240716,23,83
4383,15.0517,167.667,11.88,112.2,33.99084492,-118.4105767,-0.623023,23,83.1667
4384,15.0551,167.833,11.8854,112.1,33.99086267,-118.4105463,-1.00533,23,83.3333
4385,15.0585,168,11.8908,112,33.99088041,-118.4105159,-1.38764,23,83.5
4386,15.0617,168,11.8908,112.3,33.99089658,-118.4104876,-0.531887,23,83.5
4387,15.0649,168,11.8908,112.6,33.99091276,-118.4104594,0.323864,23,83.5
4388,15.0681,168,11.8908,112.8,33.99092952,-118.4104301,0.843931,23,83
4389,15.0714,168,11.8908,113,33.99094629,-118.4104009,1.364,23,82.5
4390,15.0747,167.833,11.8908,113.133,33.99096302,-118.4103719,2.06552,23,82.5
4391,15.0779,167.667,11.8908,113.267,33.99097976,-118.4103429,2.76704,23,82.5
4392,15.0812,167.5,11.8908,113.4,33.9909965,-118.4103139,3.46857,23,82.5
4393,15.0844,167.333,11.8908,113.533,33.99101323,-118.4102849,4.17009,23,82.5
4394,15.0877,167.167,11.8908,113.667,33.99102997,-118.4102559,4.87161,23,82.5
4395,15.0909,167,11.8908,113.8,33.9910467,-118.4102269,5.57313,23,82.5
4396,15.0942,167,11.8908,113.9,33.99106493,-118.4101985,4.92842,23,82.5
4397,15.0976,167,11.8908,114,33.99108317,-118.41017,4.28371,23,82.5
4398,15.1009,167,11.8908,114,33.99110142,-118.4101419,3.67302,23,82.5
4399,15.1041,167,11.8908,114,33.99111968,-118.4101138,3.06233,23,82.5
4400,15.1074,167,11.8908,114,33.99113794,-118.4100857,2.6525,23,82.5
4401,15.1107,167,11.8908,114,33.9911562,-118.4100576,2.24266,23,82.5
4402,15.114,167,11.8908,114,33.99117446,-118.4100295,1.83283,23,82.5
4403,15.1173,167,11.8908,114,33.99119272,-118.4100014,1.42299,23,82.5
4404,15.1205,166.833,11.8794,113.933,33.99120891,-118.4099727,0.805362,23,82.5
4405,15.1237,166.667,11.868,113.867,33.9912251,-118.4099439,0.187734,23,82.5
4406,15.1269,166.5,11.8566,113.8,33.99124129,-118.4099152,-0.321717,23,82.5
4407,15.1302,166.333,11.8452,113.733,33.99125748,-118.4098864,-0.831169,23,82.5
4408,15.1334,166.167,11.8338,113.667,33.99127367,-118.4098576,-1.03896,23,82.5
4409,15.1366,166,11.8224,113.6,33.99128986,-118.4098289,-1.24675,23,82.5
4410,15.1399,165.833,11.8284,113.6,33.99130638,-118.4097983,-1.24675,23,82.5
4411,15.1433,165.667,11.8344,113.6,33.99132289,-118.4097678,-1.24675,23,82.5
4412,15.1467,165.5,11.8404,113.6,33.9913394,-118.4097373,-1.24675,23,82.5
4413,15.15,165.333,11.8464,113.6,33.99135591,-118.4097067,-1.24675,23,82.5
4414,15.1534,165.167,11.8524,113.6,33.99137242,-118.4096762,-1.03896,23,82.5
4415,15.1568,165,11.8584,113.6,33.99138894,-118.4096456,-0.831169,23,82.5
4416,15.1603,164.667,11.8692,113.867,33.9914076,-118.4096153,0.142174,23,82.5
4417,15.1637,164.333,11.88,114.133,33.99142626,-118.409585,1.11552,23,82.5
4418,15.1672,164,11.8908,114.4,33.99144493,-118.4095546,2.08886,23,82.5
4419,15.1706,164,11.8908,114.4,33.99146278,-118.4095248,2.29665,23,82.5
4420,15.174,164,11.8908,114.4,33.99148064,-118.409495,2.29665,23,82.5
4421,15.1774,164,11.8908,114.4,33.99149849,-118.4094653,2.29665,23,82.5
4422,15.1808,164,11.8908,114.4,33.99151634,-118.4094355,2.29665,23,82.5
4423,15.1842,164,11.8908,114.4,33.9915342,-118.4094057,2.29665,23,82.5
4424,15.1876,164,11.8908,114.4,33.99155205,-118.4093759,2.29665,23,82.5
4425,15.1912,164.5,11.907,114.4,33.99157267,-118.4093455,2.29665,23,82.5
4426,15.1948,165,11.9232,114.4,33.99159329,-118.4093151,1.5311,23,82.5
4427,15.1982,165,11.9346,114.333,33.99161116,-118.4092852,0.569376,23,82.5
4428,15.2016,165,11.946,114.267,33.99162902,-118.4092553,-0.392349,23,82.5
4429,15.205,165,11.9574,114.2,33.99164689,-118.4092255,-0.588524,23,82.5
4430,15.2084,165,11.9688,114.133,33.99166476,-118.4091956,-0.784698,23,82.5
4431,15.2118,165,11.9802,114.067,33.99168262,-118.4091658,-0.980873,23,82.5
4432,15.2152,165,11.9916,114,33.99170049,-118.4091359,-1.17705,23,82.5
4433,15.2185,165,11.9916,114,33.99171633,-118.4091054,-1.17705,23,82.5
4434,15.2218,165,11.9916,114,33.99173218,-118.4090749,-1.17705,23,82.5
4435,15.2252,165,11.9916,114,33.99174802,-118.4090444,-1.17705,23,82.5
4436,15.2287,165,11.997,114.133,33.99176636,-118.4090135,-0.797,23,82.5
4437,15.2322,165,12.0024,114.267,33.9917847,-118.4089825,-0.220778,23,82.5
4438,15.2357,165,12.0078,114.4,33.99180304,-118.4089516,0.355444,23,82.5
4439,15.2392,165,12.0132,114.533,33.99182139,-118.4089206,0.931666,23,82.5
4440,15.2427,165,12.0186,114.667,33.99183973,-118.4088897,1.50789,23,82.5
4441,15.2462,165,12.024,114.8,33.99185807,-118.4088587,2.08411,23,82.5
4442,15.2496,165,12.06,115,33.99187526,-118.4088286,2.872,23,82.5
4443,15.2529,165.25,12.06,115,33.99189294,-118.4087997,2.872,23,82.5
4444,15.2562,165.5,12.06,115,33.99191063,-118.4087708,2.872,23,82.5
4445,15.2595,165.75,12.06,115,33.99192831,-118.4087419,2.872,23,82.5
4446,15.2628,166,12.06,115,33.991946,-118.4087131,2.49195,23,82.5
4447,15.2663,166.2,12.06,115.08,33.99196424,-118.4086831,2.34514,23,82.5
4448,15.2697,166.4,12.06,115.16,33.99198248,-118.4086531,2.19833,23,82.5
4449,15.2731,166.6,12.06,115.24,33.99200072,-118.4086231,2.05152,23,82.5
4450,15.2766,166.8,12.06,115.32,33.99201895,-118.4085932,1.90471,23,82.5
4451,15.28,167,12.06,115.4,33.99203719,-118.4085632,1.7579,23,82.5
4452,15.2835,166.833,12.0708,115.367,33.99205488,-118.4085322,1.0703,23,82.8333
4453,15.2869,166.667,12.0816,115.333,33.99207257,-118.4085011,0.974426,23,83.1667
4454,15.2904,166.5,12.0924,115.3,33.99209025,-118.4084701,0.878549,23,83.5
4455,15.2939,166.333,12.1032,115.267,33.99210794,-118.4084391,0.782672,23,83.8333
4456,15.2974,166.167,12.114,115.233,33.99212562,-118.4084081,0.686794,23,84.1667
4457,15.3008,166,12.1248,115.2,33.99214331,-118.408377,0.357681,23,84.5
4458,15.3045,166,12.1248,115.2,33.99216229,-118.4083453,0.124445,23,84.5
4459,15.3081,166,12.1248,115.2,33.99218128,-118.4083136,-0.108791,23,84.5
4460,15.3118,166.167,12.153,115.267,33.99220096,-118.4082809,-0.163297,23,84.3333
4461,15.3155,166.333,12.1812,115.333,33.99222065,-118.4082481,-0.217802,23,84.1667
4462,15.3193,166.5,12.2094,115.4,33.99224033,-118.4082154,0.0568066,23,84
4463,15.323,166.667,12.2376,115.467,33.99226001,-118.4081827,0.331415,23,83.8333
4464,15.3267,166.833,12.2658,115.533,33.9922797,-118.4081499,0.606023,23,83.6667
4465,15.3304,167,12.294,115.6,33.99229938,-118.4081172,0.880632,23,83.5
4466,15.3339,167,12.294,115.6,33.99231648,-118.4080856,0.976509,23,84.5
4467,15.3374,167.333,12.3168,115.733,33.99233475,-118.4080544,1.45082,23,84.1667
4468,15.341,167.667,12.3396,115.867,33.99235302,-118.4080232,1.82925,23,83.8333
4469,15.3445,168,12.3624,116,33.9923713,-118.4079921,2.20767,23,83.5
4470,15.3482,168,12.3792,115.933,33.99239104,-118.4079599,1.84844,23,83.5
4471,15.3519,168,12.396,115.867,33.99241077,-118.4079277,1.4892,23,83.5
4472,15.3556,168,12.4128,115.8,33.99243051,-118.4078955,1.12997,23,83.5
4473,15.3593,168,12.4296,115.733,33.99245025,-118.4078633,0.770729,23,83.5
4474,15.363,168,12.4464,115.667,33.99246999,-118.4078311,0.411492,23,83.5
4475,15.3666,168,12.4632,115.6,33.99248973,-118.4077989,0.0522561,23,83.5
4476,15.3704,168,12.4956,115.6,33.99250851,-118.4077652,0.0522561,23,83.5
4477,15.374,167.833,12.507,115.633,33.99252531,-118.407732,-0.233323,23,83.5
4478,15.3776,167.667,12.5184,115.667,33.99254212,-118.4076988,-0.518902,23,83.5
4479,15.3812,167.5,12.5298,115.7,33.99255892,-118.4076656,-0.804481,23,83.5
4480,15.3848,167.333,12.5412,115.733,33.99257573,-118.4076324,-0.531125,23,83.5
4481,15.3884,167.167,12.5526,115.767,33.99259254,-118.4075993,-0.257769,23,83.5
4482,15.3919,167,12.564,115.8,33.99260934,-118.4075661,0.0155868,23,83.5
4483,15.3955,167,12.564,115.8,33.99262856,-118.4075347,0.196092,23,83.5
4484,15.3991,167,12.564,115.8,33.99264779,-118.4075032,0.376598,23,83.5
4485,15.4027,167,12.564,115.8,33.99266701,-118.4074718,0.557103,23,83.5
4486,15.4063,166.833,12.5808,115.767,33.99268646,-118.4074402,0.465107,23,83.75
4487,15.41,166.667,12.5976,115.733,33.9927059,-118.4074087,0.28026,23,84
4488,15.4136,166.5,12.6144,115.7,33.99272535,-118.4073772,0.0954131,23,84.25
4489,15.4172,166.333,12.6312,115.667,33.99274479,-118.4073456,-0.0894337,23,84.5
4490,15.4208,166.167,12.648,115.633,33.99276424,-118.4073141,-0.274281,23,84.75
4491,15.4245,166,12.6648,115.6,33.99278369,-118.4072825,-0.459127,23,85
4492,15.4279,166,12.6648,115.4,33.99280053,-118.4072518,-1.14021,23,84.5
4493,15.4314,165.833,12.6702,115.4,33.99281916,-118.4072204,-1.14021,23,84.3333
4494,15.435,165.667,12.6756,115.4,33.99283778,-118.4071891,-1.14021,23,84.1667
4495,15.4385,165.5,12.681,115.4,33.9928564,-118.4071577,-1.14021,23,84
4496,15.4421,165.333,12.6864,115.4,33.99287502,-118.4071264,-1.04822,23,83.8333
4497,15.4457,165.167,12.6918,115.4,33.99289364,-118.407095,-0.956221,23,83.6667
4498,15.4492,165,12.6972,115.4,33.99291226,-118.4070637,-0.864224,23,83.5
4499,15.4527,165,12.6972,115.467,33.99293054,-118.4070327,-0.581933,23,83.1667
4500,15.4562,165,12.6972,115.533,33.99294881,-118.4070018,-0.299642,23,82.8333
4501,15.4597,165,12.6972,115.6,33.99296708,-118.4069709,-0.0173504,23,82.5
4502,15.4632,164.833,12.6972,115.6,33.99298477,-118.40694,0.570885,23,82.5
4503,15.4666,164.667,12.6972,115.6,33.99300245,-118.4069091,0.570885,23,82.5
4504,15.4701,164.5,12.6972,115.6,33.99302014,-118.4068782,0.570885,23,82.5
4505,15.4736,164.333,12.6972,115.6,33.99303783,-118.4068473,0.570885,23,82.5
4506,15.477,164.167,12.6972,115.6,33.99305551,-118.4068164,0.570885,23,82.5
4507,15.4805,164,12.6972,115.6,33.9930732,-118.4067855,0.570885,23,82.5
4508,15.4841,164,12.6972,115.6,33.99309105,-118.4067525,0.570885,23,83.5
4509,15.4878,164,12.6972,115.6,33.9931089,-118.4067194,0.38059,23,84.5
4510,15.4915,163.833,12.7086,115.5,33.99312933,-118.4066878,-0.0804632,23,84.5
4511,15.4952,163.667,12.72,115.4,33.99314975,-118.4066561,-0.541516,23,84.5
4512,15.4989,163.5,12.7314,115.3,33.99317018,-118.4066245,-0.812274,23,84.5
4513,15.5026,163.333,12.7428,115.2,33.9931906,-118.4065928,-1.08303,23,84.5
4514,15.5062,163.167,12.7542,115.1,33.99321102,-118.4065612,-1.35379,23,84.5
4515,15.5099,163,12.7656,115,33.99323145,-118.4065295,-1.62455,23,84.5
4516,15.5134,163.333,12.7656,114.867,33.99325028,-118.4064999,-2.01177,23,84.5
4517,15.5168,163.667,12.7656,114.733,33.99326911,-118.4064703,-2.39899,23,84.5
4518,15.5203,164,12.7656,114.6,33.99328794,-118.4064406,-2.78621,23,84.5
4519,15.5236,164,12.7656,114.833,33.99330797,-118.4064138,-2.08516,23,84.5
4520,15.5269,164,12.7656,115.067,33.99332801,-118.406387,-1.11335,23,84.5
4521,15.5303,164,12.7656,115.3,33.99334804,-118.4063602,-0.141543,23,84.5
4522,15.5336,164,12.7656,115.533,33.99336807,-118.4063334,0.830267,23,84.5
4523,15.5369,164,12.7656,115.767,33.9933881,-118.4063065,1.80208,23,84.5
4524,15.5402,164,12.7656,116,33.99340814,-118.4062797,2.77389,23,84.5
4525,15.5437,164,12.7656,116.2,33.99342968,-118.4062528,3.62268,23,84.5
4526,15.5471,164,12.7566,116.45,33.99345195,-118.4062283,4.75506,23,84.5
4527,15.5504,164,12.7476,116.7,33.99347423,-118.4062037,5.88744,23,84.5
4528,15.5538,164,12.7386,116.95,33.9934965,-118.4061791,7.01981,23,84.5
4529,15.5571,164,12.7296,117.2,33.99351878,-118.4061546,7.06392,23,84.5
4530,15.5605,163.667,12.7296,117.4,33.99354169,-118.4061303,6.95342,23,84.5
4531,15.5639,163.333,12.7296,117.6,33.9935646,-118.406106,6.84292,23,84.5
4532,15.5673,163,12.7296,117.8,33.99358751,-118.4060817,6.73242,23,84.5
4533,15.5707,163.25,12.7215,117.9,33.99361052,-118.4060568,6.32227,23,84.25
4534,15.5742,163.5,12.7134,118,33.99363353,-118.4060319,5.91213,23,84
4535,15.5776,163.75,12.7053,118.1,33.99365654,-118.4060069,5.62501,23,83.75
4536,15.581,164,12.6972,118.2,33.99367954,-118.405982,5.17076,23,83.5
4537,15.5845,164,12.6972,118.267,33.99370477,-118.4059597,4.61736,23,83.5
4538,15.588,164,12.6972,118.333,33.99373,-118.4059373,4.06396,23,83.5
4539,15.5915,164,12.6972,118.4,33.99375523,-118.405915,3.51055,23,83.5
4540,15.5951,164,12.6972,118.333,33.99377994,-118.4058892,2.73643,23,83.6667
4541,15.5987,164,12.6972,118.267,33.99380466,-118.4058635,1.96231,23,83.8333
4542,15.6024,164,12.6972,118.2,33.99382937,-118.4058377,1.18819,23,84
4543,15.606,164,12.6972,118.133,33.99385408,-118.4058119,0.713709,23,84.1667
4544,15.6096,164,12.6972,118.067,33.9938788,-118.4057861,0.23923,23,84.3333
4545,15.6133,164,12.6972,118,33.99390351,-118.4057604,-0.23525,23,84.5
4546,15.6169,164,12.708,118.067,33.99392837,-118.4057337,-0.345654,23,84.5
4547,15.6206,164,12.7188,118.133,33.99395324,-118.4057071,-0.356903,23,84.5
4548,15.6243,164,12.7296,118.2,33.99397811,-118.4056805,-0.368152,23,84.5
4549,15.6281,164.25,12.7386,118.5,33.99400438,-118.4056545,0.233744,23,84.25
4550,15.6319,164.5,12.7476,118.8,33.99403066,-118.4056284,1.21097,23,84
4551,15.6357,164.75,12.7566,119.1,33.99405694,-118.4056024,2.18819,23,83.75
4552,15.6395,165,12.7656,119.4,33.99408322,-118.4055764,3.16541,23,83.5
4553,15.6431,165,12.7764,119.467,33.99410819,-118.4055499,3.52948,23,83.8333
4554,15.6468,165,12.7872,119.533,33.99413317,-118.4055234,3.89356,23,84.1667
4555,15.6505,165,12.798,119.6,33.99415815,-118.4054969,4.25764,23,84.5
4556,15.6539,165,12.798,119.7,33.99418126,-118.4054736,4.37579,23,84.5
4557,15.6572,165,12.798,119.8,33.99420436,-118.4054503,4.49394,23,84.5
4558,15.6606,165,12.798,119.9,33.99422747,-118.405427,4.61209,23,84.5
4559,15.6639,165,12.798,120,33.99425057,-118.4054037,4.11709,23,84.5
4560,15.6673,165,12.798,120.1,33.99427368,-118.4053804,3.6221,23,84.5
4561,15.6706,165,12.798,120.2,33.99429679,-118.4053571,3.1271,23,84.5
4562,15.6741,165,12.798,120.2,33.99432,-118.405332,2.33345,23,84.5
4563,15.6779,165.333,12.8088,120.267,33.9943437,-118.4053018,2.32716,23,83.8333
4564,15.6817,165.667,12.8196,120.333,33.99436739,-118.4052716,2.32087,23,83.1667
4565,15.6856,166,12.8304,120.4,33.99439108,-118.4052414,2.31458,23,82.5
4566,15.6897,166,12.8556,120.4,33.99441837,-118.4052108,2.01593,23,82.5
4567,15.6939,166,12.8808,120.4,33.99444565,-118.4051802,1.71727,23,82.5
4568,15.698,166,12.906,120.4,33.99447293,-118.4051496,1.41862,23,82.5
4569,15.7022,166,12.9312,120.4,33.99450022,-118.405119,1.11996,23,82.5
4570,15.7059,165.833,12.948,120.4,33.99452353,-118.4050896,0.821304,23,82.8333
4571,15.7097,165.667,12.9648,120.4,33.99454685,-118.4050603,0.522648,23,83.1667
4572,15.7134,165.5,12.9816,120.4,33.99457016,-118.4050309,0.522648,23,83.5
4573,15.7172,165.333,12.9984,120.4,33.99459348,-118.4050015,0.348432,23,83.8333
4574,15.7209,165.167,13.0152,120.4,33.99461679,-118.4049722,0.174216,23,84.1667
4575,15.7247,165,13.032,120.4,33.99464011,-118.4049428,0,23,84.5
4576,15.7285,165,13.05,120.6,33.99466354,-118.404913,0.528402,23,84.5
4577,15.7323,165,13.068,120.8,33.99468696,-118.4048833,1.0568,23,84.5
4578,15.736,164.833,13.068,120.8,33.99470951,-118.4048535,1.0568,23,84.5
4579,15.7397,164.667,13.068,120.8,33.99473206,-118.4048238,1.0568,23,84.5
4580,15.7434,164.5,13.068,120.8,33.99475461,-118.404794,1.0568,23,84.5
4581,15.7472,164.333,13.068,120.8,33.99477715,-118.4047643,1.0568,23,84.5
4582,15.7509,164.167,13.068,120.8,33.9947997,-118.4047345,1.0568,23,84.5
4583,15.7546,164,13.068,120.8,33.99482225,-118.4047048,1.0568,23,84.5
4584,15.7582,164,13.068,120.7,33.9948453,-118.4046859,0.781321,23,85
4585,15.7619,164,13.068,120.6,33.99486835,-118.404667,0.505839,23,85.5
4586,15.7655,164,13.068,120.667,33.99489186,-118.4046527,0.161092,23,85.5
4587,15.7691,164,13.068,120.733,33.99491537,-118.4046384,-0.183655,23,85.5
4588,15.7728,164,13.068,120.8,33.99493888,-118.4046241,0,23,85.5
4589,15.7764,164,13.068,120.867,33.99496239,-118.4046098,0.183655,23,85.5
4590,15.78,164,13.068,120.933,33.99498591,-118.4045954,0.367309,23,85.5
4591,15.7836,164,13.068,121,33.99500942,-118.4045811,0.550964,23,85.5
4592,15.7873,164,13.068,121,33.99502819,-118.4045549,0.550964,23,84.5
4593,15.7913,164,13.0745,120.92,33.9950518,-118.4045207,0.351264,23,84.5
4594,15.7953,164,13.081,120.84,33.9950754,-118.4044865,0.427045,23,84.5
4595,15.7993,164,13.0874,120.76,33.995099,-118.4044523,0.502827,23,84.5
4596,15.8033,164,13.0939,120.68,33.99512261,-118.4044182,0.119472,23,84.5
4597,15.8073,164,13.1004,120.6,33.99514621,-118.404384,-0.263883,23,84.5
4598,15.8109,164,13.1004,120.8,33.99517496,-118.4043652,0.102668,23,84.25
4599,15.8146,164,13.1004,121,33.99520371,-118.4043463,0.46922,23,84
4600,15.8182,164,13.1004,121.2,33.99523246,-118.4043275,0.835771,23,83.75
